"","Town","County","BezirkNR","Bezirk","Y1840","Y1875","Y1880","Y1885","Y1890","Y1895","Y1900","Y1905","Y1910","Region","Longitude","Latitude","NNID","NameGNU","PostOffice","PostRevenues","PostBahn","Bahnbezirk","RankRailWeight","TotalRailWeight","SentRailWeight","RankRailRevenues","RailRevenues","CollectedNachnahme","PaidOutNachnahme","TelegraphRevenues","Post_1900","Telegraph_1900","Y1896","InstallTime","Install1896","Install1900","MainLines1896","MainLines1900","MainLines1905","Lines1896","Lines1900","Lines1905","Government1896","Government1900","Government1905","Public1896","Public1900","Public1905","Privat1896","Privat1900","Privat1905","Participants1896","Participants1900","Participants1905","Gov1896","Gov1900","Gov1905","Pub1896","Pub1900","Pub1905","Penetration1896","Penetration1900","Penetration1905","LocalCalls1896","LocalCalls1900","DistanceCalls1900","EmpRatio82","EmpRatio95","EmpRatio07","IndexDisSim82","IndexDisSim95","IndexDisSim07","PopShare1880","PopShare1896","PopShare1900","PopShare1905","City","Fringe","Border","StateTax","LocalTax","Agriculture","Catholics","Participation","Zentrum","Socialist","Liberal","DifCatholicsZentrum","PostRevenues_pc","TelegraphRevenues_pc","Nachnahme","RailStation","RailWeight","MA_Pop_Out_1880","MA_Pop_Out_1896","MA_Pop_Out_1900","MA_Pop_Out_1905","MA_Post_Out_1880","MA_Post_Out_1900","MA_Pop_In_1880","MA_Pop_In_1896","MA_Pop_In_1900","MA_Pop_In_1905","MA_Post_In_1880","MA_Post_In_1900"
"298","Starnberg","Muenchen",71,"MuenchenLandI",0.539,1.447,1.587,1.768,1.832,2.229,2.853,3.257,3633,"OB",11.33805,47.99666,"DEBKGGND00000B91","Starnberg","V",12257.65,1,"M",431,9870.46,3682.44,513,0.0458538122243226,24420,9890,1452.95,35209.47,3652.07,2.3538,154,1,1,29,68,122,34,13,162,2,5,15,1,1,9,31,7,138,29,68,122,0.0588235294117647,0.384615384615385,0.0925925925925926,0.0294117647058824,0.0769230769230769,0.0555555555555556,0.012320503016399,0.0238345601121626,0.0374577832361068,7917,24619,43013,0.145233731163689,0.196253462908403,0.272607229031367,0.290542457633341,0.252426099021548,0.370399516304918,0.0222048103426565,0.0326722659513654,0.0371247511353433,0.0390982317563593,0,1,0,5.00115640358485,3.14936003574338,0.163,0.886,0.612,0.291,0.523,0.018,0.595,7.72378701953371,0.915532451165721,9155.63957151859,1,-1578.81537492123,18.9800291105499,31.571782440204,36.1531898317915,39.1591169056576,8.40078514291432,24.9430411278225,1.0525417282489,1.93989730253527,2.2442586979887,2.42716240372005,139.411115305576,381.780394683912
"299","Straskirchen","Straubing",45,"StraubingLand",0.527,0.697,0.759,0.826,0.874,0.944,0.96,0.982,1043,"NB",12.72361,48.83,"DEBKGGND000001BH","Straßkirchen","E",2790.91,0,"Z",0,0,0,0,0,0,0,261.7,4818.83,414.55,0.9472,37,0,0,0,0,8,0,0,15,0,0,3,0,0,3,0,0,9,0,0,8,0,0,0.2,0,0,0.2,0,0,0.00814663951120163,0,0,0,0.0538465075642617,0.0654167607860854,0.0861443116423196,0.279902485534696,0.217926022687312,0.210212569175915,0.0349013657056146,0.0426473910097131,0.0437876299945265,0.0434705621956618,0,1,0,6.89939684147521,2.88438694230858,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,3.6770882740448,0.344795783926219,0,0,0,12.4788557328948,16.86033130743,18.7930514105035,20.4236364476398,2.26290685846604,4.90664956315968,0.434925182277816,0.5460249491679,0.59349958366969,0.643122851390846,73.8484301573409,169.927075377278
"300","Straubing","Straubing",29,"Straubing",8.825,11.59,12.625,13.21,13.856,15.595,17.541,20.856,22021,"NB",11.80722,48.88694,"DEBKGGND00000Q7Q","Staubing","V",59524.53,0,"Rg",559,50250.36,2294.61,593,0.0300650297029703,67111,51369,5322,111922.49,8064.71,15.9842,98,0,1,0,86,205,0,36,318,0,27,49,0,3,28,0,6,241,0,86,203,0,0.75,0.154088050314465,0,0.0833333333333333,0.0880503144654088,0,0.00490279915626247,0.00982930571538167,0,46338,32638,0.200237623762376,0.242321256813081,0.272679324894515,0.15625764883006,0.172274815047304,0.193602508061005,1,1,1,1,1,0,0,5.70136260408781,2.80211960635882,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,4.71481425742574,0.421544554455446,1246.89108910891,1,-3616.72396039604,16.0713176441133,22.2698823765601,24.9902911710751,27.0910446659666,3.94135261367953,8.58810006872691,0.721164959688174,0.947801130522976,1.03337656097109,1.10547719734577,99.0328501743607,229.47344004828
"301","Suenching","Regensburg",114,"RegensburgLand",0.79,1.338,1.41,1.381,1.42,1.466,1.495,1.432,1450,"OP",12.35361,48.88,"DEBKGGND000009AA","Sünching","E",3038.83,1,"Rg",415,9291.04,3975.34,450,0.0334964539007092,3963,1678,385.15,5832.9,606.2,1.4718,45,0,0,0,0,25,0,0,34,0,0,5,0,0,1,0,0,28,0,0,25,0,0,0.147058823529412,0,0,0.0294117647058824,0,0,0.0174581005586592,0,0,0,0.0726759806555615,0.0744041724433881,0.080436286947639,0.248564487285409,0.179512672729006,0.175493125415871,0.0473535733476625,0.0483924209414405,0.0503350055553685,0.0471875308926747,0,1,0,5.01257632067959,3.52319485001327,0.52,0.939,0.516,0.741,0.124,0.132,0.198,2.15519858156028,0.273156028368794,1620.56737588652,1,-950.609929078015,14.3352090003822,19.5267942755517,21.8143780131678,23.7092144495793,3.10299798350867,6.69548685058415,0.563519797043486,0.721475034792561,0.787781519718005,0.851086900294432,86.6758545028193,198.946470019446
"302","Sulzbach","Sulzbach",117,"Sulzbach",2.946,4.379,4.668,4.67,5.015,5.466,5.604,5.817,5480,"OP",11.75611,49.49555,"DEBKGGND00000NV3","Sulzbach-Rosenberg","E",10965.6,0,"N",379,7250.99,1715.15,498,0.0145248500428449,16510,10129,605.56,18768.94,1136.4,5.4936,60,0,0,0,0,16,0,0,29,0,0,5,0,0,8,0,0,16,0,0,16,0,0,0.172413793103448,0,0,0.275862068965517,0,0,0.00275055870723741,0,0,0,0.12639940292142,0.15418675587917,0.15849808131345,0.300958127472903,0.338127921295721,0.32448268991496,0.248853822369123,0.268916658466988,0.278778231021789,0.282556953417205,0,0,0,3.20655329738698,1.65776648693488,0.67,0.807,0.5,0.743,0.023,0.101,0.0640000000000001,2.34910025706941,0.129725792630677,1366.96658097686,1,-818.485432733505,15.923089762873,21.9335420927098,25.0804674513157,27.5085709881732,4.00914206413233,8.57246735245075,0.760478973575058,1.04233841686142,1.17916864151296,1.29803652972611,95.1969783745721,216.653006571045
"303","Tann","Pfarrkirchen",42,"Pfarrkirchen",1.173,1.231,1.285,1.273,1.226,1.214,1.257,1.256,1250,"NB",12.89055,48.315,"DEBKGGND00000WKE","Tann","E",5378.26,0,"Z",0,0,0,0,0,0,0,518.5,9913.77,759.05,1.2226,13,0,0,0,0,20,0,0,34,0,0,2,0,0,4,0,0,28,0,0,20,0,0,0.0588235294117647,0,0,0.117647058823529,0,0,0.0159235668789809,0,0,0,0.100284303456531,0.104267729267729,0.122112649849818,0.202466577216649,0.152245624331774,0.157054930356418,0.0384557833308394,0.0350542850542851,0.035120561034897,0.0333856091012998,0,0,1,4.1196516026863,2.29200269802634,0.783,0.997,0.416,0.836,0.01,0.154,0.161,4.18541634241245,0.403501945525292,0,0,0,11.4593888401635,15.8196326583525,17.6649443563297,19.217651590454,2.20413834646142,4.93945594441535,0.409850872384744,0.52573435623401,0.574801266998894,0.627290015301576,69.6887502201794,164.409354577627
"304","Taufkirchen","Erding",61,"Erding",0.741,1.052,1.078,1.119,1.14,1.161,1.253,1.274,1354,"OB",12.13055,48.34333,"DEBKGGND000005SL","Taufkirchen (Vils)","E",2643.46,0,"Z",0,0,0,0,0,0,0,353.4,6405.13,454.39,1.1794,17,0,0,0,0,4,0,0,7,0,0,1,0,0,3,0,0,3,0,0,4,0,0,0.142857142857143,0,0,0.428571428571429,0,0,0.00313971742543171,0,0,0,0.08819992680504,0.100343811394892,0.125148736613705,0.236383225393193,0.172325082581811,0.169216297056803,0.0281800596016103,0.0285117878192534,0.0304703078644035,0.029723991507431,0,0,0,5.33105196451204,3.71330798479087,0.744,0.997,0.517,0.987,0.005,0.005,0.01,2.4521892393321,0.327829313543599,0,0,0,15.665486234582,23.2473041141344,26.2307278338417,28.4666855453256,4.17522103447354,10.5386798404535,0.652581775213389,0.968681076910465,1.08562524155,1.17507273958917,102.837251660492,256.733128500039
"305","Tegernsee","Miesbach",69,"Miesbach",0.755,1.235,1.27,1.33,1.472,1.395,1.619,1.742,1904,"OB",11.755,47.70861,"DEBKGGND000009PC","Tegernsee","E",18836.11,0,"Z",0,0,0,0,0,0,0,3723.2,29375.57,4661.95,1.4398,102,0,1,0,49,119,0,64,152,0,5,9,0,7,8,0,52,135,0,48,117,0,0.078125,0.0592105263157895,0,0.109375,0.0526315789473684,0,0.0302655960469426,0.0683122847301952,0,18219,28022,0.271015851024816,0.204730204395678,0.237197936464838,0.517544382439032,0.301298989513543,0.274977466581623,0.0517501324314413,0.0466664436490148,0.0490294055298144,0.047298398045072,0,0,1,5.70354087452472,2.73055291508238,0.604,0.982,0.509,0.711,0.096,0.193,0.271,14.8315826771654,2.93165354330709,0,0,0,13.0210974928994,20.0269073356741,22.753390162733,24.7025514498534,3.51580853911117,9.38775107544834,0.52606057568924,0.827548295581183,0.942949074220141,1.02367223548979,88.0729614920735,228.704283589699
"306","Teisendorf","Laufen",68,"Laufen",0.78,1.088,1.088,1.111,1.126,1.229,1.363,1.396,1501,"OB",12.82055,47.85,"DEBKGGND0000019R","Teisendorf","E",6774.86,1,"Rm",408,8834.51,6122.55,486,0.0460560661764706,25017,5708,518.85,10343.06,627.75,1.2558,61,0,1,0,1,7,0,2,12,0,0,1,0,1,1,0,1,10,0,1,7,0,0,0.0833333333333333,0,0.5,0.0833333333333333,0,0.000733675715333822,0.00501432664756447,0,0,299,0.122575077666552,0.124808300975626,0.134575691454856,0.224673515597105,0.197806908089121,0.194740810011957,0.0375560925094926,0.0401018044180507,0.0427005012531328,0.0411629415580586,0,0,1,4.2676810753642,1.98239568762581,0.644,0.992,0.526,0.89,0.013,0.097,0.102,6.22689338235294,0.476884191176471,17747.2426470588,1,3134.73345588235,9.89810141027957,14.1057759182894,15.8790186115609,17.3200512562253,2.20358736285364,5.35346322483843,0.316182652955145,0.433179209470657,0.485557128488662,0.536919709008273,65.0190047028052,158.741236681149
"307","Thannhausen","Krumbach",148,"Krumbach",1.62,1.563,1.636,1.624,1.57,1.553,1.564,1.596,1662,"SC",10.47,48.2825,"DEBKGGND000000DO","Thannhausen","E",3926.31,0,"Z",0,0,0,0,0,0,0,252.1,814.73,23.5,1.5552,26,0,0,0,0,1,0,0,16,0,0,1,0,0,10,0,0,5,0,0,5,0,0,0.0625,0,0,0.625,0,0,0.0006265664160401,0,0,0,0.114498008146457,0.129666608786248,0.137077640513785,0.265159000950286,0.198263941348009,0.201721771421444,0.073228593169509,0.067416218093419,0.0669577874818049,0.0652867544792604,0,0,0,4.690574490513,1.5803320449754,0.64,0.829,0.615,0.65,0.038,0.312,0.179,2.39994498777506,0.154095354523227,0,0,0,14.290512520362,19.9836517990993,22.2644364063803,24.2337540708226,3.65525070334168,7.81319657003497,0.57609643987263,0.766513886272002,0.832512863965834,0.917081326696681,93.5073234505032,214.830025044925
"308","Thurnau","Kulmbach",92,"Kulmbach",1.399,1.224,1.364,1.366,1.34,1.337,1.294,1.279,1311,"OF",11.39333,50.02472,"DEBKGGND00000KSB","Thurnau","E",4072.23,0,"Z",0,0,0,0,0,0,0,385.9,6156.09,433.35,1.3284,36,0,0,0,0,3,0,0,8,0,0,3,0,0,1,0,0,4,0,0,3,0,0,0.375,0,0,0.125,0,0,0.00234558248631744,0,0,0,0.119830554962972,0.16931779028368,0.198157311972004,0.284566983315648,0.223456885117901,0.202637660601029,0.0415688903788133,0.0383886528080854,0.0355553113150519,0.0349673291959428,1,0,0,4.32773386034256,3.00784525092825,0.737,0.45,0.664,0.435,0.065,0.232,0.015,2.98550586510264,0.28291788856305,0,0,0,14.6254354841361,19.5890002458263,22.1603831782875,24.2896222111776,4.04131575506433,8.09120426781609,0.678414727602589,0.884963868447202,0.986748010414758,1.08277379818839,89.3567923672474,194.295551111627
"309","Tirschenreuth","Tirschenreuth",118,"Tirschenreuth",2.279,2.559,2.769,2.862,3.105,3.613,3.86,4.457,4889,"OP",12.33666,49.87805,"DEBKGGND00000Q1Z","Tirschenreuth","E",9838.3,0,"Wn",506,19604.17,13059.36,467,0.0188642109064644,20623,16645,715.5,21950.68,1562.2,3.6624,47,0,0,0,0,23,0,0,36,0,0,4,0,0,4,0,0,28,0,0,22,0,0,0.111111111111111,0,0,0.111111111111111,0,0,0.00516042180839129,0,0,0,0.0922341006131818,0.147145837874872,0.183891196351494,0.265378635881449,0.303121890534938,0.418959014875956,0.0888953096407589,0.112515960262838,0.113803879945752,0.120992480386568,0,0,1,3.20031111255145,1.38059435460349,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,3.55301552907187,0.25839653304442,1436.61971830986,1,2352.67244492597,11.2585217220038,15.0767941235267,17.0572714822204,18.7601535713863,1.73761617210717,3.83965921194304,0.358583195423105,0.46029388735965,0.517805836298669,0.5771446318174,64.5555892059084,146.20503186812
"310","Tittling","Passau",41,"PassauWegscheid",1.477,1.747,1.812,1.896,1.869,1.964,1.965,2.122,2384,"NB",13.38305,48.72694,"DEBKGGND00000NGP","Tittling","E",3314.55,0,"Z",0,0,0,0,0,0,0,282.9,6972.76,692.35,1.9642,58,0,0,0,0,14,0,0,19,0,0,1,0,0,4,0,0,14,0,0,14,0,0,0.0526315789473684,0,0,0.210526315789474,0,0,0.00659754948162111,0,0,0,0.0935147295884927,0.117205862021291,0.119464876339043,0.1894220982536,0.210254654934433,0.253297172074002,0.0320986342137429,0.0339416562975252,0.033563351894237,0.0349179707426239,0,1,1,3.74274140269133,1.74938280190549,0.72,0.987,0.457,0.765,0.029,0.206,0.222,1.82922185430464,0.15612582781457,0,0,0,10.1605430659454,13.565561446482,15.0497224929898,16.3139904425016,1.82954708135349,4.03997064962981,0.355901877169879,0.433397715613,0.464412548043769,0.497892656651515,59.6060496252011,137.670781926159
"311","Toepen","Hof",90,"HofLand",1.024,1.064,1.07,0.921,0.88,0.832,0.794,0.803,809,"OF",11.87333,50.38916,"DEBKGGND00000WHG","Töpen","N",274.92,0,"Z",0,0,0,0,0,0,0,0,653.09,59.55,0.8244,25,0,0,0,0,6,0,0,12,0,0,2,0,0,2,0,0,8,0,0,6,0,0,0.166666666666667,0,0,0.166666666666667,0,0,0.0074719800747198,0,0,0,0.144042387152421,0.227942993656809,0.202249304145039,0.472170280696553,0.475528721663415,0.390423789692851,0.0439479196615599,0.0342697092017464,0.0313598483352423,0.0302038666967577,0,1,1,2.93246367239102,2.17164795244386,0.321,0.04,0.723,0.001,0.201,0.802,0.039,0.256934579439252,0,0,0,0,12.5591684167975,16.5954639292025,18.7142421634961,20.5658075556204,3.73260255995062,7.97292921693281,0.812076185551329,1.04660966324813,1.17623321699852,1.29834380547725,69.0698508030445,152.97092823355
"312","Traunstein","Traunstein",55,"Traunstein",2.029,4.466,4.851,4.909,5.407,6.006,6.845,7.447,7686,"OB",12.64888,47.87166,"DEBKGGND0000078J","Traunstein","V",37031.71,1,"Rm",558,50058.67,37018.06,585,0.0548317872603587,115648,40476,2596.05,76834.51,5438,6.1738,101,0,1,0,28,78,0,34,111,0,6,19,0,4,14,0,24,78,0,27,74,0,0.176470588235294,0.171171171171171,0,0.117647058823529,0.126126126126126,0,0.00409057706355004,0.0104740163824359,0,7275,2531,0.206967635539064,0.231601731601732,0.334362830670069,0.191438727628155,0.253662680649518,0.280582796014357,1,1,1,1,1,0,1,6.70503157465879,6.03463027093094,0.644,0.992,0.526,0.89,0.013,0.097,0.102,7.63383013811585,0.535157699443414,15496.1863533292,1,4942.78499278499,10.4339035114664,15.0277763332157,16.926381915815,18.398733338852,2.05164456975515,4.98784694348063,0.34202813842172,0.471771383263706,0.526904378108197,0.570948631634113,67.3226549982644,165.465189123451
"313","Treuchtlingen","Weissenburg",25,"WeissenburgLand",1.499,2.245,2.413,2.701,2.811,3.075,3.242,3.757,3858,"MF",10.90916,48.955,"DEBKGGND000002P7","Treuchtlingen","V",12370.43,1,"I",334,5765.79,3385.1,504,0.0286415250725238,14061,5627,1245.35,18035.27,1746.7,3.1084,57,0,0,0,0,26,0,0,45,0,0,5,0,0,10,0,0,30,0,0,26,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0.0069204152249135,0,0,0,0.127336537727932,0.12913573127658,0.14892346598293,0.295153971161671,0.228657779314019,0.291828039835968,0.0920500495918212,0.110826785843004,0.117514861534,0.131958835306101,0,1,0,4.56898571951666,1.74782131087514,0.668,0.657,0.739,0.625,0.008,0.332,0.032,5.12657687525901,0.516100290095317,3495.23414836303,1,416.249481972648,16.3868673724596,22.446787144345,25.4514503987375,27.6676782065363,4.04351285470602,9.09954379292901,0.717435363238342,0.909997822726964,1.01382260657142,1.09164593694317,102.584400518462,237.00027330259
"314","Trostberg","Traunstein",77,"TraunsteinLand",0.958,1.32,1.419,1.502,1.587,1.514,1.738,1.715,2127,"OB",12.55638,48.02722,"DEBKGGND00000MGM","Trostberg","E",8237.69,0,"Z",0,0,0,0,0,0,0,766.6,14014.65,1087.4,1.5588,60,0,0,0,0,20,0,0,40,0,0,3,0,0,6,0,0,31,0,0,20,0,0,0.075,0,0,0.15,0,0,0.0116618075801749,0,0,0,0.0933917031478007,0.127178543764524,0.126611374407583,0.295218535034417,0.158650278719004,0.219026062055178,0.0369762351469669,0.036647947327653,0.0423602817519316,0.0406398104265403,0,1,1,4.29568788501027,2.47501711156742,0.644,0.992,0.526,0.89,0.013,0.097,0.102,5.80527836504581,0.540239605355884,0,0,0,11.7000186594372,16.9181191261216,19.0458295818672,20.703095798163,2.39526022444233,5.80055200364464,0.374339909240974,0.532357868831496,0.595189311328451,0.646863564104972,75.7909354322674,185.707719832769
"315","Tutzing","Starnberg",71,"MuenchenLandI",0.464,0.903,1.033,1.233,1.303,1.468,1.632,1.9,2064,"OB",11.28027,47.90972,"DEBKGGND000002GQ","Tutzing","E",6395.88,1,"M",277,4080.2,1572.31,408,0.0329225556631171,9335,5644,1161.35,19441.52,2236,1.5008,154,1,1,27,34,48,31,47,62,2,3,4,1,1,2,28,43,56,27,34,48,0.0645161290322581,0.0638297872340425,0.0645161290322581,0.032258064516129,0.0212765957446809,0.032258064516129,0.0179904051172708,0.0208333333333333,0.0252631578947368,8586,16674,37631,0.145233731163689,0.196253462908403,0.272607229031367,0.290542457633341,0.252426099021548,0.370399516304918,0.014453414671685,0.0215176699939903,0.0212364507020261,0.0228083022220088,0,1,0,5.00115640358485,3.14936003574338,0.163,0.886,0.612,0.291,0.523,0.018,0.595,6.19155856727977,1.12424975798645,3573.0880929332,1,-905.692158760891,16.3602898476642,25.9271915791405,29.5488579534207,32.0523135373252,5.71572145825868,16.0206217891742,0.784750616820581,1.30178428735912,1.49322958659238,1.6202300864761,115.197990171488,305.438316992094
"316","Uffenheim","Uffenheim",24,"Uffenheim",1.728,2.087,2.255,2.314,2.378,2.322,2.306,2.325,2389,"MF",10.23277,49.54472,"DEBKGGND000000HK","Uffenheim","E",11724.68,0,"Wg",383,7305.92,2755.26,500,0.0296048780487805,10885,2568,1351.6,16738.34,1169.85,2.3188,23,0,0,0,0,1,0,0,31,0,0,3,0,0,15,0,0,13,0,0,13,0,0,0.0967741935483871,0,0,0.483870967741935,0,0,0.00043010752688172,0,0,0,0.0954393702716775,0.112529979905361,0.124706038223312,0.200848764705206,0.137854728975974,0.183898974173342,0.0690679653281877,0.0752576651325598,0.0760830116467056,0.0770097048789374,0,0,1,6.4937075879087,2.44626773596545,0.751,0.101,0.6,0.066,0.056,0.878,0.035,5.19941463414634,0.599379157427938,3688.24833702883,1,-796.186252771618,14.3635791721442,19.2620188195157,21.8523069416222,23.8334661106638,3.45609180491235,7.36939202814881,0.562563420888683,0.717240221697919,0.805690337081328,0.873205707320131,91.3835755519044,203.855778956591
"317","Unsleben","BadNeustadtSaale",178,"NeustadtSaale",0.91,0.863,0.878,0.818,0.796,0.852,0.886,0.875,893,"UF",10.25611,50.37805,"DEBKGGND00000K70","Unsleben","E",3726.44,1,"B",191,2486.97,1641.54,267,0.00964350797266515,12518,3670,252.85,6841.45,335.4,0.8588,33,0,0,0,0,13,0,0,23,0,0,1,0,0,8,0,0,14,0,0,13,0,0,0.0434782608695652,0,0,0.347826086956522,0,0,0.0148571428571429,0,0,0,0.0718723917277196,0.095355975839192,0.0954132087660886,0.210482894484867,0.171867899461439,0.194914512626067,0.0407122322173792,0.042182394296465,0.0442513235441015,0.0434825821199622,0,0,0,3.65631907736665,1.98164344065353,0.732,0.788,0.568,0.63,0.006,0.331,0.158,4.24423690205011,0.287984054669704,10077.4487471526,1,906.731207289294,10.1261733832422,13.1492492142511,14.723846848118,16.0933301566684,2.56174625643841,4.1008210391387,0.408674717144284,0.459020642473926,0.494242993352518,0.532443092998346,64.9261772813431,136.279939773274
"318","Velden","Vilsbiburg",47,"Vilsbiburg",0.975,1.282,1.333,1.381,1.416,1.411,1.447,1.613,1671,"NB",12.25361,48.36555,"DEBKGGND00000AP9","Velden","E",4360.54,0,"N",22,143.92,46.93,108,0.00404426106526632,1670,617,315.6,7475.26,365.7,1.4182,59,0,0,0,0,8,0,0,15,0,0,2,0,0,5,0,0,8,0,0,8,0,0,0.133333333333333,0,0,0.333333333333333,0,0,0.00495970241785493,0,0,0,0.115234789999292,0.113259298902863,0.122496417767871,0.255954095774202,0.157339028997138,0.177245409439642,0.0472058927686097,0.0471969494246722,0.0480491449443799,0.0513612482088839,0,0,0,5.17389655172414,2.05775862068965,0.665,0.988,0.622,0.8,0.026,0.174,0.188,3.27122280570143,0.236759189797449,789.947486871718,1,-37.5543885971493,14.79651065054,21.4944174578093,24.173950361987,26.2376441729758,3.61708466799411,8.75047375709512,0.581518796803049,0.829846758826696,0.92284059542922,0.998323103257645,95.3357910348814,233.409429493934
"319","Viechtach","Viechtach",46,"Viechtach",1.499,1.789,1.843,1.915,1.96,2.015,2.089,2.174,2241,"NB",12.88388,49.08166,"DEBKGGND00000L8T","Viechtach","E",6785.07,0,"Z",0,0,0,0,0,0,0,578.55,12734.03,924.35,2.0298,6,0,0,0,0,16,0,0,20,0,0,4,0,0,3,0,0,13,0,0,16,0,0,0.2,0,0,0.15,0,0,0.00735970561177553,0,0,0,0.0711352955725946,0.089767676304816,0.10025763067115,0.200561130497863,0.216379362847562,0.28567422374034,0.0911699233242642,0.0923337762910691,0.0945591164222343,0.0949303523863587,0,0,0,2.65719224121375,2.03989821394277,0.74,0.996,0.327,0.97,0.006,0.024,0.0259999999999999,3.68153553988063,0.313917525773196,0,0,0,11.177896706422,15.0311972052446,16.7902366269325,18.2408316960548,1.76836909254728,3.78853588026579,0.339811698126767,0.426774297991682,0.466362067344137,0.502049734863936,65.6664956893422,149.902238982007
"320","Vilsbiburg","Vilsbiburg",47,"Vilsbiburg",1.375,2.094,2.438,2.472,2.58,2.723,2.789,2.947,3093,"NB",12.35388,48.45,"DEBKGGND00000S5Z","Vilsbiburg","E",12447.35,0,"Z",0,0,0,0,0,0,0,865.3,17348.92,1241.35,2.7362,60,0,0,0,0,14,0,0,21,0,0,5,0,0,4,0,0,12,0,0,14,0,0,0.238095238095238,0,0,0.19047619047619,0,0,0.00475059382422803,0,0,0,0.115234789999292,0.113259298902863,0.122496417767871,0.255954095774202,0.157339028997138,0.177245409439642,0.0863375593172321,0.0910824190527161,0.0926116553212685,0.0938385607387359,0,0,0,5.17389655172414,2.05775862068965,0.665,0.988,0.622,0.8,0.026,0.174,0.188,5.1055578342904,0.354922067268253,0,0,0,14.2262299757962,20.2178917535037,22.6633797520506,24.6285444071133,3.22806059823996,7.51514415712109,0.536536537948055,0.736399672490269,0.81218576827263,0.882292435455077,89.6825094591091,215.385279924748
"321","Vilseck","Amberg",103,"AmbergLand",1.286,1.19,1.197,1.146,1.189,1.171,1.182,1.239,1213,"OP",11.80527,49.61083,"DEBKGGND00000TQ0","Vilseck","E",3967.05,0,"N",301,4568.3,3205.23,296,0.0134001670843776,6419,2181,301.2,6865.64,493.75,1.1732,54,0,0,0,0,10,0,0,14,0,0,3,0,0,1,0,0,10,0,0,10,0,0,0.214285714285714,0,0,0.0714285714285714,0,0,0.00807102502017756,0,0,0,0.0836712266474667,0.093717134732988,0.105061055218493,0.303631676172304,0.326335420314935,0.329602969651543,0.0453598090113305,0.0456121216842597,0.0466806208285613,0.047576991014515,0,1,0,3.25491632605846,1.55236369245007,0.67,0.807,0.5,0.743,0.023,0.101,0.0640000000000001,3.31416040100251,0.251629072681704,3540.51796157059,1,1538.98078529657,14.7911753619643,20.1824231341906,23.0481133328334,25.2739355372203,2.99907668490788,6.59116640545179,0.567910620145073,0.757701211781103,0.862969532943861,0.948454241917284,87.7193923056587,199.433568700372
"322","Vilshofen","Vilshofen",48,"Vilshofen",2.135,2.906,3.034,3.148,3.397,3.432,3.468,3.63,3768,"NB",13.18138,48.63222,"DEBKGGND00000T7G","Vilshofen an der Donau","E",18361.34,0,"Rg",553,42596.3,34889.95,575,0.07340804218853,43827,31216,1758.25,32781.96,2221.65,3.4392,99,0,1,0,18,35,0,31,68,0,4,9,0,6,16,0,21,43,0,16,32,0,0.129032258064516,0.132352941176471,0,0.193548387096774,0.235294117647059,0,0.00519031141868512,0.00964187327823691,0,14084,1315,0.0899162286070906,0.105015783935461,0.120334338805867,0.266571533003846,0.168494857137801,0.208563557682526,0.0728259043229879,0.0802525429673799,0.0814696485623003,0.0835847014667618,0,0,0,4.63236194152818,2.39906313262087,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,6.05185893210283,0.579515491100857,4156.55899802241,1,8959.6572181938,10.7760839480298,14.4787368542289,16.0822744920552,17.4466773608709,1.86764938365988,4.16776194046801,0.367369644006775,0.451285837129049,0.48562410016159,0.521910469082761,63.1874696475858,146.961479314256
"323","Vohenstrauss","Vohenstrauss",119,"Vohenstrauss",1.38,1.622,1.748,1.746,1.797,1.785,1.853,2.106,2159,"OP",12.34194,49.62277,"DEBKGGND00000XPQ","Vohenstrauß","E",8736,0,"Z",0,0,0,0,0,0,0,594.05,12714.97,1278.4,1.7986,6,0,0,0,0,11,0,0,29,0,0,2,0,0,11,0,0,16,0,0,11,0,0,0.0689655172413793,0,0,0.379310344827586,0,0,0.00522317188983856,0,0,0,0.0841113907607372,0.0989143546441496,0.124761272108279,0.299179319471722,0.304438505408612,0.35482927256289,0.070958837379232,0.0742481593943679,0.0786869930782624,0.0874366852113261,0,0,1,2.21547529569999,1.29558131255192,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,4.99771167048055,0.339845537757437,0,0,0,11.7934549277538,16.009594102479,18.1683293400133,19.9568695522306,1.87178540986188,4.17497467033266,0.350133857681485,0.468607916490646,0.537814386992629,0.601381193107816,69.2102153007305,157.750042178658
